20200505T,1002.1594341993332,1002.1594341993332,1002.1594341993332,1002.1594341993332,0
20200506T,1502.8446763157845,1502.8446763157845,1502.8446763157845,1502.8446763157845,0
20200507T,2055.447230398655,2055.447230398655,2055.447230398655,2055.447230398655,0
20200508T,1627.7366941571236,1627.7366941571236,1627.7366941571236,1627.7366941571236,0
20200509T,1239.251779973507,1239.251779973507,1239.251779973507,1239.251779973507,0
20200510T,2680.49460875988,2680.49460875988,2680.49460875988,2680.49460875988,0
20200511T,2081.7184448242188,2081.7184448242188,2081.7184448242188,2081.7184448242188,0
20200512T,1256.3251684904099,1256.3251684904099,1256.3251684904099,1256.3251684904099,0
20200513T,1242.184294104576,1242.184294104576,1242.184294104576,1242.184294104576,0
20200514T,1675.5269937515259,1675.5269937515259,1675.5269937515259,1675.5269937515259,0
20200515T,1720.1709508895874,1720.1709508895874,1720.1709508895874,1720.1709508895874,0
20200516T,1139.711461186409,1139.711461186409,1139.711461186409,1139.711461186409,0
20200517T,1143.8085279464722,1143.8085279464722,1143.8085279464722,1143.8085279464722,0
20200518T,1442.9285309910774,1442.9285309910774,1442.9285309910774,1442.9285309910774,0
20200519T,1106.9201585650444,1106.9201585650444,1106.9201585650444,1106.9201585650444,0
20200520T,1726.7824977636337,1726.7824977636337,1726.7824977636337,1726.7824977636337,0
20200521T,1642.1320635080338,1642.1320635080338,1642.1320635080338,1642.1320635080338,0
20200522T,1090.5884071588516,1090.5884071588516,1090.5884071588516,1090.5884071588516,0
20200523T,778.1381440758705,778.1381440758705,778.1381440758705,778.1381440758705,0
20200524T,1143.6430102586746,1143.6430102586746,1143.6430102586746,1143.6430102586746,0
20200525T,999.9080985784531,999.9080985784531,999.9080985784531,999.9080985784531,0
20200526T,838.6070577502251,838.6070577502251,838.6070577502251,838.6070577502251,0
20200527T,1036.1521413326263,1036.1521413326263,1036.1521413326263,1036.1521413326263,0
20200528T,990.251905798912,990.251905798912,990.251905798912,990.251905798912,0
20200529T,894.1504073143005,894.1504073143005,894.1504073143005,894.1504073143005,0
20200530T,898.1522715091705,898.1522715091705,898.1522715091705,898.1522715091705,0
20200531T,728.4888270497322,728.4888270497322,728.4888270497322,728.4888270497322,0
20200601T,871.9404693841934,871.9404693841934,871.9404693841934,871.9404693841934,0
20200602T,1796.0448936223984,1796.0448936223984,1796.0448936223984,1796.0448936223984,0
20200603T,773.42589366436,773.42589366436,773.42589366436,773.42589366436,0
20200604T,778.7390357851982,778.7390357851982,778.7390357851982,778.7390357851982,0
20200605T,855.1933310627937,855.1933310627937,855.1933310627937,855.1933310627937,0
20200606T,654.0549303889275,654.0549303889275,654.0549303889275,654.0549303889275,0
20200607T,842.9533843398094,842.9533843398094,842.9533843398094,842.9533843398094,0
20200608T,663.7508540153503,663.7508540153503,663.7508540153503,663.7508540153503,0
20200609T,774.0307256579399,774.0307256579399,774.0307256579399,774.0307256579399,0
20200610T,811.2878066301346,811.2878066301346,811.2878066301346,811.2878066301346,0
20200611T,1490.9919033646584,1490.9919033646584,1490.9919033646584,1490.9919033646584,0
20200612T,813.0910799503326,813.0910799503326,813.0910799503326,813.0910799503326,0
20200613T,601.148136138916,601.148136138916,601.148136138916,601.148136138916,0
20200614T,729.6920164227486,729.6920164227486,729.6920164227486,729.6920164227486,0
20200615T,1171.7329956293106,1171.7329956293106,1171.7329956293106,1171.7329956293106,0
20200616T,788.7887545824051,788.7887545824051,788.7887545824051,788.7887545824051,0
20200617T,869.5123225450516,869.5123225450516,869.5123225450516,869.5123225450516,0
20200618T,747.6573927402496,747.6573927402496,747.6573927402496,747.6573927402496,0
20200619T,785.9388643503189,785.9388643503189,785.9388643503189,785.9388643503189,0
20200620T,658.7001320719719,658.7001320719719,658.7001320719719,658.7001320719719,0
20200621T,556.7614457011223,556.7614457011223,556.7614457011223,556.7614457011223,0
20200622T,888.621632039547,888.621632039547,888.621632039547,888.621632039547,0
20200623T,794.4507407546043,794.4507407546043,794.4507407546043,794.4507407546043,0
20200624T,1166.9725289940834,1166.9725289940834,1166.9725289940834,1166.9725289940834,0
20200625T,998.0365461111069,998.0365461111069,998.0365461111069,998.0365461111069,0
20200626T,785.2416840195656,785.2416840195656,785.2416840195656,785.2416840195656,0
20200627T,938.178601205349,938.178601205349,938.178601205349,938.178601205349,0
20200628T,625.1300206780434,625.1300206780434,625.1300206780434,625.1300206780434,0
20200629T,670.5970325469971,670.5970325469971,670.5970325469971,670.5970325469971,0
20200630T,623.624637722969,623.624637722969,623.624637722969,623.624637722969,0
20200701T,632.7446712255478,632.7446712255478,632.7446712255478,632.7446712255478,0
20200702T,873.6599209308624,873.6599209308624,873.6599209308624,873.6599209308624,0
20200703T,588.9644360542297,588.9644360542297,588.9644360542297,588.9644360542297,0
20200704T,463.42576837539673,463.42576837539673,463.42576837539673,463.42576837539673,0
20200705T,708.2248609662056,708.2248609662056,708.2248609662056,708.2248609662056,0
20200706T,782.2486741542816,782.2486741542816,782.2486741542816,782.2486741542816,0
20200707T,672.2955298423767,672.2955298423767,672.2955298423767,672.2955298423767,0
20200708T,955.8029189705849,955.8029189705849,955.8029189705849,955.8029189705849,0
20200709T,866.6099897027016,866.6099897027016,866.6099897027016,866.6099897027016,0
20200710T,667.432649075985,667.432649075985,667.432649075985,667.432649075985,0
20200711T,483.5016755461693,483.5016755461693,483.5016755461693,483.5016755461693,0
20200712T,637.7479755878448,637.7479755878448,637.7479755878448,637.7479755878448,0
20200713T,545.18080753088,545.18080753088,545.18080753088,545.18080753088,0
20200714T,666.6887241005898,666.6887241005898,666.6887241005898,666.6887241005898,0
20200715T,1089.4096504449844,1089.4096504449844,1089.4096504449844,1089.4096504449844,0
20200716T,1116.1254646778107,1116.1254646778107,1116.1254646778107,1116.1254646778107,0
20200717T,652.1338519454002,652.1338519454002,652.1338519454002,652.1338519454002,0
20200718T,495.46134078502655,495.46134078502655,495.46134078502655,495.46134078502655,0
20200719T,584.94148260355,584.94148260355,584.94148260355,584.94148260355,0
20200720T,725.8337886929512,725.8337886929512,725.8337886929512,725.8337886929512,0
20200721T,843.5075622200966,843.5075622200966,843.5075622200966,843.5075622200966,0
20200722T,786.5282207727432,786.5282207727432,786.5282207727432,786.5282207727432,0
20200723T,972.5739792585373,972.5739792585373,972.5739792585373,972.5739792585373,0
20200724T,767.0459722280502,767.0459722280502,767.0459722280502,767.0459722280502,0
20200725T,734.4528123736382,734.4528123736382,734.4528123736382,734.4528123736382,0
20200726T,1167.8620778918266,1167.8620778918266,1167.8620778918266,1167.8620778918266,0
20200727T,1987.6333484053612,1987.6333484053612,1987.6333484053612,1987.6333484053612,0
20200728T,1267.2470873594284,1267.2470873594284,1267.2470873594284,1267.2470873594284,0
20200729T,883.3644160032272,883.3644160032272,883.3644160032272,883.3644160032272,0
20200730T,674.2543457150459,674.2543457150459,674.2543457150459,674.2543457150459,0
20200731T,762.9492736458778,762.9492736458778,762.9492736458778,762.9492736458778,0
20200801T,947.1372023224831,947.1372023224831,947.1372023224831,947.1372023224831,0
20200802T,1174.4819505810738,1174.4819505810738,1174.4819505810738,1174.4819505810738,0
20200803T,727.3639880418777,727.3639880418777,727.3639880418777,727.3639880418777,0
20200804T,806.2735195755959,806.2735195755959,806.2735195755959,806.2735195755959,0
20200805T,870.165552854538,870.165552854538,870.165552854538,870.165552854538,0
20200806T,835.4911628365517,835.4911628365517,835.4911628365517,835.4911628365517,0
20200807T,783.6798812747002,783.6798812747002,783.6798812747002,783.6798812747002,0
20200808T,632.2079789638519,632.2079789638519,632.2079789638519,632.2079789638519,0
20200809T,579.0103346705437,579.0103346705437,579.0103346705437,579.0103346705437,0
20200810T,1032.617594242096,1032.617594242096,1032.617594242096,1032.617594242096,0
20200811T,1010.4068281054497,1010.4068281054497,1010.4068281054497,1010.4068281054497,0
20200812T,685.7440187335014,685.7440187335014,685.7440187335014,685.7440187335014,0
20200813T,772.600484251976,772.600484251976,772.600484251976,772.600484251976,0
20200814T,728.9132469296455,728.9132469296455,728.9132469296455,728.9132469296455,0
20200815T,782.3560763001442,782.3560763001442,782.3560763001442,782.3560763001442,0
20200816T,613.7930655479431,613.7930655479431,613.7930655479431,613.7930655479431,0
20200817T,1093.4875863194466,1093.4875863194466,1093.4875863194466,1093.4875863194466,0
20200818T,1017.2380150556564,1017.2380150556564,1017.2380150556564,1017.2380150556564,0
20200819T,769.4526235461235,769.4526235461235,769.4526235461235,769.4526235461235,0
20200820T,574.8927556872368,574.8927556872368,574.8927556872368,574.8927556872368,0
20200821T,684.4050680398941,684.4050680398941,684.4050680398941,684.4050680398941,0
20200822T,537.6843357086182,537.6843357086182,537.6843357086182,537.6843357086182,0
